Species,Country,Kingdom,Phylum,System,Native_Regions
Mytilopsis leucophaeata,"Belgium, Brazil, Finland, France, Germany, Mexico, Netherlands, Russia, Spain, Ukraine, United_kingdom, United_states",Animalia,Mollusca,Brackish,United States of America
Mytilopsis sallei,"Australia, Fiji, Guatemala, Hong_kong, India, Japan, Mexico, Singapore, Taiwan, United_states",Animalia,Mollusca,Marine,
Mytilus galloprovincialis,"Algeria, Australia, Bosnia_and_herzegovnia, Bulgaria, Canada, Croatia, Egypt, France, Greece, Hong_kong, Ireland, Italy, Japan, Libya, Macedonia, Mexico, Morocco, Namibia, Netherlands, North_korea, Portugal, Romania, Russia, South_africa, South_korea, Spain, Tunisia, Turkey, Ukraine, United_kingdom, United_states",Animalia,Mollusca,Marine,"Australia, Croatia, Italy, Spain"
Myxobolus cerebralis,"New_zealand, South_africa, United_states",Animalia,Myxozoa,Freshwater,
Najas minor,"Austria, Belgium, Bulgaria, Canada, Czech_republic, France, Germany, Hungary, India, Italy, Japan, Morocco, Poland, Portugal, Romania, Russia, Turkey, Ukraine, United_states",Plantae,Magnoliophyta,Terrestrial,"Chinese Taipei, Germany, Italy, Spain, United States of America"
Nassella neesiana,"Argentina, Australia, Bolivia, Brazil, Chile, Ecuador, New_zealand, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia, Bolivia (Plurinational State of), Brazil, United States of America"
Nassella tenuissima,"Argentina, Australia, New_zealand, South_africa",Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia"
Nasua nasua,"Argentina, Bolivia, Brazil, Chile, Colombia, Ecuador, French_guiana, Guyana, Paraguay, Peru, Suriname, Uruguay, Venezuela",Animalia,Chordata,Terrestrial,"Argentina, Belize, Bolivia (Plurinational State of), Brazil, Canada, Colombia, Costa Rica, Ecuador, El Salvador, French Guiana, Honduras, Mexico, Panama, Paraguay, Peru, United States of America, Venezuela (Bolivarian Republic of)"
Natrix maura,"Algeria, France, Italy, Morocco, Portugal, Spain, Switzerland, Tunisia",Animalia,Chordata,Freshwater_terrestrial,Spain
Necturus maculosus,United_states,Animalia,Chordata,Freshwater_terrestrial,"Canada, United States of America"
Neogobius melanostomus,"Armenia, Azerbaijan, Belarus, Bulgaria, Canada, Georgia, Iran, Kazakhstan, Kuwait, Romania, Russia, Turkey, Turkmenistan, Ukraine, United_states, Uzbekistan",Animalia,Chordata,Freshwater,"Canada, Italy, Romania, Russian Federation, United States of America"
Neovison vison,"Argentina, Belarus, Belgium, Canada, Chile, Czech_republic, Denmark, Estonia, Finland, France, Germany, Hungary, Iceland, Ireland, Italy, Kazakhstan, Kuwait, Latvia, Lithuania, Montenegro, Netherlands, Norway, Poland, Portugal, Russia, Serbia, Slovenia, Spain, Sweden, Ukraine, United_kingdom, United_states",Animalia,Chordata,Terrestrial,"Canada, United States of America"
Nephrolepis cordifolia,"Australia, Cook_islands, New_zealand, United_states",Plantae,Pteridophyta,Terrestrial,"Argentina, Australia, Bhutan, China, Chinese Taipei, Malaysia, Norfolk Island, Spain, United States of America"
Nesoenas picturatus,Mauritius,Animalia,Chordata,Terrestrial,"Comoros, Madagascar, Mauritius, Réunion, Seychelles"
Neyraudia reynaudiana,"Bahamas, Bhutan, Cambodia, China, India, Indonesia, Japan, Laos, Malaysia, Myanmar, Nepal, Taiwan, Thailand, United_states, Vietnam",Plantae,Magnoliophyta,Terrestrial,Chinese Taipei
Nicotiana glauca,"Argentina, Australia, Bolivia, Brazil, Chile, Croatia, Ecuador, Egypt, Finland, France, Gibraltar, Greece, Israel, Italy, Marshall_islands, Mexico, Morocco, Namibia, New_calcedonia, New_zealand, Paraguay, Peru, Portugal, Saint_helena, South_africa, Spain, Tunisia, Ukraine, United_kingdom, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia, Bolivia (Plurinational State of), Brazil, Cabo Verde, Chile, Cyprus, Greece, Mexico, Namibia, Paraguay, Peru, South Africa, Spain"
Ninox boobook,Australia,Animalia,Chordata,Terrestrial,Australia
Norops grahami,"Bermuda, Jamaica",Animalia,Chordata,Terrestrial,"Bermuda, Jamaica"
Norops sagrei,"Bahamas, Belize, Cayman_islands, Cuba, Grenada, Guam, Jamaica, Mexico, Saint_lucia, Taiwan, United_states",Animalia,Chordata,Terrestrial,"Chinese Taipei, United States of America"
Nylanderia (=Paratrechina) pubens,"Anguilla, Argentina, Bermuda, Brazil, Colombia, Cuba, Guadeloupe, Martinique, Mexico, Panama, Puerto_rico, Saint_vincent_and_the_grenadines, United_states, Virgin_islands_us",Animalia,Arthropoda,Terrestrial,
Nymphaea odorata,"Bahamas, Canada, Cuba, El_salvador, Honduras, Mexico, Nicaragua, Puerto_rico, United_states",Plantae,Magnoliophyta,Terrestrial,"Canada, United States of America"
Nymphoides peltata,"Albania, Austria, Azerbaijan, Belarus, Belgium, Bulgaria, China, Czech_republic, Estonia, France, Georgia, Germany, Greece, Hungary, India, Iran, Ireland, Italy, Japan, Latvia, Lithuania, Moldova, Mongolia, Netherlands, New_zealand, North_korea, Poland, Portugal, Romania, Russia, Slovakia, South_korea, Spain, Turkey, Ukraine, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,"Albania, Chinese Taipei, Italy, Portugal, Russian Federation, United Kingdom of Great Britain and Northern Ireland, United States of America"
Nypa fruticans,"Australia, Bangladesh, Brunei_darussalam, Cambodia, Cameroon, China, French_polynesia, Guam, India, Indonesia, Japan, Malaysia, Micronesia, Myanmar, Nigeria, Northern_mariana_islands, Palau, Panama, Papua_new_guinea, Philippines, Singapore, Solomon_islands, Sri_lanka, Taiwan, Thailand, Trinidad_and_tabago, Vietnam",Plantae,Magnoliophyta,Terrestrial,Australia
Ochlerotatus japonicus japonicus,"Belgium, Canada, China, France, Germany, Japan, New_zealand, North_korea, Russia, South_korea, Switzerland, Taiwan, United_states",Animalia,Arthropoda,Terrestrial,
Ocimum gratissimum,"French_polynesia, Guadeloupe, Martinique, Mayotte, New_calcedonia, Reunion",Plantae,Magnoliophyta,Terrestrial,Chinese Taipei
Odocoileus virginianus,Saint_pierre_and_miquelon,Animalia,Chordata,Terrestrial,Ecuador
Oeceoclades maculata,"Guadeloupe, Martinique, Saint_lucia",Plantae,Magnoliophyta,Terrestrial,Colombia
Olea europaea,"Australia, Ecuador, French_polynesia, Guam, New_calcedonia, New_zealand, Norfolk_island, Saint_helena, Tonga, United_states, United_states_minor_outlying_islands",Plantae,Magnoliophyta,Terrestrial,"South Africa, Spain"
Oncorhynchus mykiss,"Afghanistan, Albania, Antarctica, Argentina, Australia, Austria, Belgium, Bolivia, Bosnia_and_herzegovnia, Brazil, Bulgaria, Cameroon, Chile, China, Colombia, Congo, Costa_rica, Cyprus, Czech_republic, Denmark, Dominican_republic, Ecuador, Estonia, Ethiopia, Finland, France, French_polynesia, Germany, Greece, Guatemala, Guyana, Honduras, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, Japan, Jordan, Kenya, Lebanon, Lesotho, Liechtenstein, Madagascar, Malawi, Malaysia, Mauritius, Morocco, Nepal, Netherlands, New_calcedonia, New_zealand, Norway, Pakistan, Panama, Papua_new_guinea, Peru, Poland, Portugal, Puerto_rico, Reunion, Romania, South_africa, South_korea, Spain, Sri_lanka, Sudan, Swaziland, Sweden, Switzerland, Syrian_arab_republic, Taiwan, Tanzania, Thailand, Turkey, Uganda, United_kingdom, United_states, Uruguay, Venezuela, Zambia, Zimbabwe",Animalia,Chordata,Freshwater,"Colombia, Germany, Mexico, Spain, Sweden, United States of America, Venezuela (Bolivarian Republic of)"
Ondatra zibethicus,"Albania, Argentina, Austria, Belarus, Belgium, Bulgaria, Canada, Chile, China, Czech_republic, Denmark, Estonia, Finland, France, Germany, Gibraltar, Hungary, Ireland, Italy, Japan, Kazakhstan, Kuwait, Kyrgystan, Latvia, Lithuania, Mexico, Moldova, Mongolia, Netherlands, Norway, Poland, Romania, Russia, Slovakia, Slovenia, South_korea, Sweden, Switzerland, Ukraine, United_states",Animalia,Chordata,Freshwater_terrestrial,"Canada, United States of America"
Onopordum acanthium,"Afghanistan, Albania, Armenia, Australia, Austria, Azerbaijan, Bulgaria, Czech_republic, France, Georgia, Germany, Greece, Hungary, Iran, Iraq, Italy, Kazakhstan, Kuwait, Kyrgystan, Moldova, Pakistan, Portugal, Romania, Russia, Spain, Switzerland, Tajikistan, Turkey, Turkmenistan, Ukraine, United_states",Plantae,Magnoliophyta,Terrestrial,"Australia, Kazakhstan, Portugal, Spain"
Oopterus soledadinus,"Antarctica, Falkland_islands",Animalia,Arthropoda,Terrestrial,
Oplismenus undulatifolius,"India, Iran, United_states",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei"
Opuntia cochenillifera,"Anguilla, Bermuda, China, Costa_rica, Puerto_rico, Saint_helena, United_states, Virgin_islands_us",Plantae,Magnoliophyta,Terrestrial,
Opuntia ficus-indica,"Gibraltar, Malta",Plantae,Magnoliophyta,Terrestrial,"Australia, Spain"
Opuntia monacantha,"American_samoa, Argentina, Australia, Brazil, Cook_islands, Ecuador, Fiji, Gibraltar, Guam, Marshall_islands, Mauritius, Micronesia, Nauru, New_calcedonia, New_zealand, Niue, Northern_mariana_islands, Palau, Paraguay, Saint_helena, Samoa, South_africa, Tonga, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Australia, Brazil, Paraguay, Uruguay"
Opuntia stricta,"Australia, Bermuda, Cuba, Eritrea, Ethiopia, Mexico, New_calcedonia, Portugal, Solomon_islands, Somalia, South_africa, Spain, Swaziland, United_states, Yemen",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei"
Oracella acuta,"China, United_states",Animalia,Arthropoda,Terrestrial,
Orconectes rusticus,"Canada, France, United_states",Animalia,Arthropoda,Freshwater,
Orconectes virilis,"Canada, Netherlands, Sweden, United_kingdom, United_states",Animalia,Arthropoda,Freshwater,"China, United States of America"
Oreochromis,"Bangladesh, Brazil, Cambodia, China, Colombia, Costa_rica, Cuba, Ecuador, Ethiopia, Honduras, Hong_kong, India, Indonesia, Israel, Jamaica, Malaysia, Mexico, Myanmar, Nepal, Nicaragua, Peru, Philippines, Singapore, Sri_lanka, Taiwan, Thailand, Vietnam, Zimbabwe",Animalia,Chordata,Freshwater,
Oreochromis aureus,"Antigua_and_barbuda, Bahamas, Bes_islands, Brazil, Cameroon, Chad, China, Costa_rica, Cote_d'ivoire, Cuba, Cyprus, Dominica, Dominican_republic, Egypt, El_salvador, French_polynesia, Guatemala, Haiti, Israel, Japan, Jordan, Mali, Mexico, Myanmar, Nicaragua, Niger, Nigeria, Pakistan, Panama, Peru, Philippines, Puerto_rico, Russia, Saudi_arabia, Senegal, Singapore, South_africa, Syrian_arab_republic, Taiwan, Thailand, Turkey, Uganda, United_arab_emirates, United_states, Zambia",Animalia,Chordata,Freshwater,"Dominican Republic, Israel, Mexico, United States of America"
Oreochromis mossambicus,"Algeria, American_samoa, Antigua_and_barbuda, Argentina, Australia, Bahamas, Bangladesh, Barbados, Benin, Bolivia, Brazil, Burundi, Cambodia, China, Colombia, Congo, Cook_islands, Costa_rica, Cuba, Czech_republic, Dominica, Dominican_republic, Ecuador, Egypt, El_salvador, Fiji, French_polynesia, Grenada, Guadeloupe, Guam, Guatemala, Guyana, Haiti, Honduras, Hong_kong, India, Indonesia, Israel, Jamaica, Japan, Jordan, Kenya, Kiribati, Lesotho, Madagascar, Malawi, Malaysia, Maldives, Malta, Martinique, Mexico, Micronesia, Mozambique, Namibia, Nauru, Nepal, New_calcedonia, Nicaragua, Niue, Northern_mariana_islands, Pakistan, Palau, Panama, Papua_new_guinea, Peru, Philippines, Puerto_rico, Reunion, Russia, Saint_lucia, Samoa, Saudi_arabia, Seychelles, Singapore, Solomon_islands, South_africa, South_korea, Sri_lanka, Suriname, Swaziland, Taiwan, Thailand, Tonga, Trinidad_and_tabago, Tunisia, Tuvalu, Uganda, United_kingdom, United_states, Vanauatu, Venezuela, Vietnam, Wallis_and_futuna, Zimbabwe",Animalia,Chordata,Freshwater,"Dominican Republic, Honduras, Jamaica, Mozambique, Singapore, South Africa, United States of America, Viet Nam"
Oreochromis niloticus,"Angola, Bangladesh, Chad, Democratic_republic_of_congo, Eritrea, Ethiopia, Ghana, India, Japan, Kenya, Nigeria, Peru, Philippines, Reunion, Saint_lucia, Taiwan, Thailand, Uganda, United_states",Animalia,Chordata,Freshwater,"Benin, Brazil, Cameroon, Congo, Democratic Republic of the, Costa Rica, Dominican Republic, Egypt, El Salvador, Ethiopia, Honduras, Mali, United States of America"
Orthezia insignis,"Bermuda, India, Kenya, Malawi, Saint_helena, Tanzania, Uganda, United_states",Animalia,Arthropoda,Terrestrial,
Orthotomicus erosus,"Chile, China, Fiji, France, Israel, Italy, Norway, Portugal, Russia, Slovenia, South_africa, Spain, Turkey, United_states",Animalia,Arthropoda,Terrestrial,
Oryctes rhinoceros,"American_samoa, Bangladesh, Cambodia, China, Fiji, Guam, India, Indonesia, Laos, Malaysia, Mayotte, Myanmar, Pakistan, Palau, Papua_new_guinea, Philippines, Reunion, Samoa, Sri_lanka, Taiwan, Thailand, Tokelau, Tonga, Vietnam, Wallis_and_futuna",Animalia,Arthropoda,Terrestrial,
Oryctolagus cuniculus,"Antarctica, Australia, Canada, Chile, Falkland_islands, French_polynesia, Kiribati, Mauritius, Mexico, New_calcedonia, New_zealand, Norfolk_island, Reunion, Saint_helena, Seychelles, Spain, United_states",Animalia,Chordata,Terrestrial,Spain
Osteopilus septentrionalis,"Anguilla, Antigua_and_barbuda, Bahamas, Canada, Cayman_islands, Colombia, Costa_rica, Cuba, Dominica, Grenada, Guadeloupe, Jamaica, Mexico, Panama, Peru, Puerto_rico, Saint_barthelemy, Saint_kitts_and_nevis, Saint_lucia, Saint_martin, Seychelles, Turks_and_caicos_islands, United_states, Virgin_islands_british, Virgin_islands_us",Animalia,Chordata,Freshwater_terrestrial,"Bahamas, Cayman Islands, Cuba, Sint Maarten (Dutch part), United States of America, Virgin Islands (U.S.)"
Ostrea edulis,"Australia, Canada, Croatia, Denmark, Fiji, France, Germany, Greece, Ireland, Israel, Italy, Japan, Mauritius, Morocco, Namibia, Netherlands, New_zealand, Norway, Portugal, South_africa, Spain, Sweden, Tonga, Ukraine, United_kingdom, United_states",Animalia,Mollusca,Marine,"Spain, United Kingdom of Great Britain and Northern Ireland"
Ovis ammon,Antarctica,Animalia,Chordata,Terrestrial,"Afghanistan, China, India, Iran (Islamic Republic of), Kazakhstan, Mongolia, Russian Federation"
Ovis aries,"Antarctica, Australia, China, Falkland_islands, French_polynesia, Mexico, New_zealand, Portugal, Saint_helena, Saint_lucia, Spain, United_kingdom, United_states, Virgin_islands_british",Animalia,Chordata,Terrestrial,Spain
Oxalis corniculata,"American_samoa, Anguilla, Australia, Bermuda, Cambodia, Canada, Cayman_islands, Chile, China, Christmas_island, Colombia, Cook_islands, Costa_rica, El_salvador, Fiji, French_polynesia, Guam, Guatemala, Indonesia, Japan, Kiribati, Malaysia, Marshall_islands, Mauritius, Mexico, Nauru, New_calcedonia, New_zealand, Niue, Norfolk_island, Northern_mariana_islands, Palau, Papua_new_guinea, Peru, Philippines, Pitcairn, Saint_helena, Samoa, Seychelles, Solomon_islands, South_korea, Taiwan, Thailand, Tonga, United_states, United_states_minor_outlying_islands, Vanauatu, Vietnam, Wallis_and_futuna",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Colombia, France, Spain, Timor-Leste"
Oxalis latifolia,"Australia, Belize, Bermuda, Bolivia, Brazil, Canada, Colombia, Costa_rica, Cuba, Denmark, Ecuador, El_salvador, Finland, Guadeloupe, Guatemala, Honduras, India, Indonesia, Japan, Madagascar, Martinique, Mauritius, Mexico, New_calcedonia, New_zealand, Nicaragua, Pakistan, Panama, Papua_new_guinea, Peru, Portugal, Puerto_rico, Seychelles, South_africa, Spain, United_kingdom, United_states, Venezuela",Plantae,Magnoliophyta,Terrestrial,"Australia, Mexico, Spain, Timor-Leste"
Oxalis pes-caprae,"Australia, Bermuda, Chile, Croatia, Czech_republic, Denmark, Egypt, France, Gibraltar, Greece, India, Italy, Japan, Malta, Morocco, Namibia, New_zealand, Pakistan, Portugal, South_africa, Spain, Turkey, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,Spain
Oxycaryum cubense,"Argentina, Bolivia, Botswana, Brazil, Burkina_faso, Cameroon, Colombia, Costa_rica, Cuba, Democratic_republic_of_congo, Ecuador, El_salvador, French_guiana, Ghana, Guatemala, Guyana, Honduras, Madagascar, Mexico, Nicaragua, Nigeria, Panama, Paraguay, Peru, South_africa, Suriname, Trinidad_and_tabago, United_states, Venezuela, Zambia",Plantae,Magnoliophyta,Terrestrial,"Argentina, Bolivia (Plurinational State of), Brazil, United States of America"
Oxychilus alliarius,Chile,Animalia,Mollusca,Terrestrial,France
Oxychilus cellarius,Portugal,Animalia,Mollusca,Terrestrial,"France, Spain"
Oxychilus draparnaudi,Bulgaria,Animalia,Mollusca,Terrestrial,"France, Italy, Spain, United Kingdom of Great Britain and Northern Ireland"
Oxyura jamaicensis,"Algeria, Austria, Belgium, Denmark, Finland, France, Germany, Hungary, Iceland, Ireland, Israel, Italy, Mexico, Morocco, Netherlands, Norway, Portugal, Slovenia, Spain, Sweden, Switzerland, Tunisia, Turkey, United_kingdom",Animalia,Chordata,Freshwater_terrestrial,"Colombia, United States of America"
Pachycondyla chinensis,United_states,Animalia,Arthropoda,Terrestrial,
Pacifastacus leniusculus,"Austria, Canada, Finland, France, Japan, Sweden, United_kingdom, United_states",Animalia,Arthropoda,Freshwater,"France, United States of America"
Paederia foetida,"Bangladesh, Bhutan, Brazil, Cambodia, China, India, Indonesia, Japan, Laos, Macao, Malaysia, Myanmar, Nepal, North_korea, Philippines, Singapore, Taiwan, Thailand, United_states, Vietnam",Plantae,Magnoliophyta,Terrestrial,"China, Chinese Taipei, Christmas Island, India"
Panicum repens,"Albania, Algeria, Angola, Australia, Botswana, Cambodia, Cameroon, China, Cote_d'ivoire, Cyprus, Egypt, Ethiopia, France, Ghana, Greece, Guinea, India, Indonesia, Iraq, Israel, Italy, Japan, Jordan, Kenya, Lebanon, Liberia, Libya, Madagascar, Malawi, Malaysia, Mali, Morocco, Mozambique, Namibia, Nepal, Nigeria, Northern_mariana_islands, Palau, Philippines, Portugal, Saudi_arabia, Senegal, Sierra_leone, South_africa, Spain, Sri_lanka, Sudan, Swaziland, Syrian_arab_republic, Taiwan, Tanzania, Thailand, Tunisia, Turkey, Uganda, United_states, Vietnam, Yemen, Zambia, Zimbabwe",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Christmas Island, Indonesia, Portugal, Spain"
